kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_depth,tce_prad,tce_model_snr,tce_max_mult_ev,tce_num_transits,tce_impact,tce_steff,tce_sradius,av_training_set,av_pred_class
1576144,2,2.68674,132.362,1.978,33.12,1.551,16.91,15.11,500,0.7,9181.00,2.507,"AFP","AFP"
1576144,3,553.98,181.469,4.378,54.13,2.082,2.508,10.26,3,0.8631,9181.00,2.507,"UNK","NTP"
1576144,4,1.34333,132.002,1.359,17.31,1.076,11.32,10.3,997,0.3,9181.00,2.507,"UNK","NTP"
1576144,5,303.479,406.833,7.5,372.4,4.94,-1,29.08,4,0.1,9181.00,2.507,"UNK","NTP"
1870849,2,0.796828,132.073,2.534,117.4,2.069,18.26,16.18,1346,0.0732,6835.00,1.892,"AFP","AFP"
1870849,3,0.796837,131.769,2.439,71.9,1.632,11.51,10.46,1339,0.2991,6835.00,1.892,"AFP","AFP"
1870849,4,0.534527,131.605,1.5,137.8,2.247,-1,10.74,729,0.1,6835.00,1.892,"AFP","AFP"
1871056,1,40.8063,155.721,13.17,313.8,3.736,33.64,33.04,34,0.2849,6207.00,2.097,"PC","PC"
2021440,2,7.81157,131.53,2.908,566.9,1.667,22.27,21.83,173,0.3,5135.00,0.709,"AFP","AFP"
2140360,1,0.967455,132.245,1.838,32.91,0.9777,13.68,9.134,1384,0.9,6156.00,1.449,"UNK","AFP"
2141783,1,116.52,144.147,3.563,689.8,3.695,20.58,19.66,12,0.07766,6056.00,1.411,"PC","PC"
2282763,1,1.05344,131.592,3.19,16.97,1.576,2.318,8.845,1268,0.9044,8014.00,3.274,"NTP","NTP"
2282763,2,0.688266,131.723,1.598,71.05,2.96,9.365,8.237,1290,0.6953,8014.00,3.274,"NTP","NTP"
2282763,3,3.76167,133.821,2.766,146.4,4.002,6.676,7.831,207,0.08522,8014.00,3.274,"NTP","NTP"
2308957,1,1.10982,132.165,3.5,1.586e+05,43.54,-1,7195,1216,0.1,5947.00,1.087,"NTP","AFP"
2309568,1,373.85,430.816,12.18,564.6,2.862,6.563,7.971,3,0.6146,6432.00,1.147,"NTP","NTP"
2309568,2,5.47403,132.68,14.51,82.4,1.054,7.812,7.556,249,0.3028,6432.00,1.147,"NTP","NTP"
2309579,1,1.04369,132.548,3.327,38.56,1.649,9.563,10.5,1281,0.3223,7239.00,2.597,"AFP","AFP"
2442084,1,49.7886,175.193,7.398,2.331e+05,31.84,2285,3430,27,0.6994,3894.00,0.541,"AFP","AFP"
2442084,2,49.7886,134.385,3.776,1.646e+05,32.5,1099,1965,28,0.8884,3894.00,0.541,"AFP","AFP"
2442118,1,1.22148,132.013,3.905,6.387,0.9115,13.48,12.53,1098,0.8569,9338.00,3.207,"AFP","AFP"
2442118,2,1.22172,132.725,2.669,4.545,0.8319,7.309,9.213,1092,0.9607,9338.00,3.207,"AFP","AFP"
2442359,1,0.552831,131.757,1.176,107.3,2.702,24.88,20.87,2416,0.1843,5132.00,2.648,"AFP","AFP"
2558163,1,17.5436,138.919,6.894,227.8,1.198,10.17,9.934,81,0.09944,5960.00,0.793,"PC","PC"
2558363,1,0.546234,131.598,1.05,245.1,1.173,16.5,15.42,2383,0.5006,5416.00,0.728,"AFP","AFP"
2558370,1,0.54625,131.581,1.073,2.192e+04,20.45,58.71,37.91,1133,0.8996,5780.00,1,"PC","AFP"
2579043,1,6.31216,136.936,4.847,395.4,2.25,30.76,29.93,215,0.4992,6302.00,1.098,"PC","PC"
2579147,1,7.35291,134.201,12.5,233.4,3.721,6.752,8.17,183,0.1,7301.00,2.403,"AFP","AFP"
2579147,2,14.7061,144.903,15.51,451.3,5.213,9.768,10.71,91,0.3001,7301.00,2.403,"NTP","NTP"
2579147,3,7.35317,132.269,15.04,388.9,5.075,12.19,12.37,189,0.697,7301.00,2.403,"AFP","AFP"
2579147,4,1.33664,132.243,5,481,5.344,-1,13.02,361,0.1,7301.00,2.403,"UNK","NTP"
2696938,1,573.587,131.578,10.46,1148,4.98,8.64,10.29,3,0.2186,6484.00,1.456,"NTP","NTP"
2697935,1,21.5129,132.468,3.479,1206,33.57,51.86,64.24,31,1,5081.00,4.811,"UNK","AFP"
2706947,1,2.57772,133.816,8.244,21.15,0.6289,6.946,8.015,521,0.6689,6771.00,1.286,"UNK","NTP"
2707097,1,0.692797,131.897,0.5059,2.78e+04,28.24,323,230.7,234,0.8678,5780.00,1,"AFP","AFP"
2715282,1,0.968163,132.491,5.249,46.48,0.713,11.44,8.886,1395,0.5392,5957.00,1.016,"AFP","AFP"
2715398,1,0.968354,132.341,4.116,70.15,0.5675,7.949,8.289,1177,0.1998,5183.00,0.688,"AFP","AFP"
2715487,1,0.700442,131.88,1.615,41.3,1.617,12.18,9.357,1913,0.2915,7677.00,2.479,"AFP","AFP"
2715487,2,0.700452,132.064,1.709,23.68,1.423,8.848,8.878,1908,0.9055,7677.00,2.479,"AFP","AFP"
2833554,1,2.08014,133.347,5.775,27.68,1.025,10.81,11.02,645,0.6921,5749.00,1.828,"AFP","AFP"
2833554,2,2.08023,132.257,7.487,26.26,1,11.76,11.67,652,0.7,5749.00,1.828,"AFP","AFP"
2834463,1,5.88843,136.022,1.06,136.6,1.39,10.34,9.472,230,0.7602,6243.00,1.084,"UNK","PC"
2857722,3,0.630106,131.901,0.717,131.5,1.343,13.59,9.296,1801,0.4925,6328.00,1.118,"AFP","AFP"
2858134,1,494.127,257.587,2.763,136.4,1.445,2.059,16.52,3,0.5391,6201.00,1.192,"UNK","NTP"
2859299,1,0.643683,131.992,0.9114,37.2,0.7369,9.341,9.059,2074,0.7159,6161.00,1.114,"AFP","AFP"
2859299,2,0.643679,131.68,1.023,29.06,0.6467,8.104,8.051,2074,0.6983,6161.00,1.114,"AFP","AFP"
1429120,2,0.760636,131.907,3.041,31.77,0.8667,11.17,8.718,1765,0.05874,7100.00,1.52,"AFP","AFP"
1429589,1,38.1688,144.468,6.769,83.53,1.534,8.166,7.931,34,0.8681,6164.00,1.465,"PC","PC"
1429653,1,2.33824,133.096,6.703,109.9,1.61,16.39,14.73,581,0.8891,6622.00,1.325,"AFP","AFP"
1576558,1,3.79584,134.649,15.38,18.97,0.8085,7.371,7.457,359,0.6003,6861.00,1.768,"NTP","NTP"
1577039,1,3.07312,132.668,4.649,282.1,3.299,8.788,10.51,436,0.5036,6969.00,1.896,"AFP","AFP"
1577039,2,3.07306,133.824,2.368,430.7,3.98,11.22,11.27,438,0.1094,6969.00,1.896,"AFP","AFP"
1871056,2,140.103,216.217,17.94,332.6,3.851,18.13,13.77,9,0.3028,6207.00,2.097,"PC","PC"
1871483,1,14.1374,136.683,2.247,382.2,1.398,7.761,7.581,93,0.495,4861.00,0.709,"UNK","PC"
1872262,1,0.750956,132.279,3.626,29.4,0.815,9.802,9.593,1783,0.02765,7128.00,1.486,"UNK","NTP"
2141938,1,1.2538,132.448,2.688,23.33,0.8626,9.775,10.59,1076,0.2248,6718.00,1.765,"AFP","AFP"
2141938,2,1.25373,131.946,4.735,18.31,0.76,10.05,9.319,1065,0.02704,6718.00,1.765,"AFP","AFP"
2142522,1,13.3235,134.037,3.952,109.5,1.522,16.79,16.26,102,0.9135,6106.00,1.215,"PC","PC"
2156514,1,1.58556,132.918,3.646,35.42,1.05,8.951,9.025,856,0.09555,6564.00,1.753,"UNK","NTP"
2283124,1,0.611056,132.097,1.468,31.21,0.8731,10.62,10.25,2185,0.1002,7035.00,1.541,"AFP","AFP"
2283124,2,0.611014,131.778,2.067,15.96,0.6331,6.081,9.107,2190,0.4122,7035.00,1.541,"AFP","AFP"
2283124,3,1.22208,132.552,1.698,32.84,1.036,9.615,8.135,1097,0.9102,7035.00,1.541,"UNK","NTP"
2283362,1,0.673138,131.69,1.07,199.1,1.197,11.26,9.539,1985,0.1024,5461.00,0.858,"AFP","AFP"
2309579,2,1.04366,131.779,2.109,46.08,1.891,10.36,9.126,1281,0.7,7239.00,2.597,"AFP","AFP"
2309585,1,1.83852,132.095,1.5,1.939e+04,13.01,-1,237.5,0,0.1,5751.00,0.94,"AFP","AFP"
2309587,1,1.83851,132.102,3.109,1.169e+05,40.63,3155,5404,725,0.7033,5799.00,1.055,"AFP","AFP"
2309587,2,0.919256,132.101,2,1.468e+04,12.76,-1,1250,731,0.1,5799.00,1.055,"UNK","AFP"
2309719,1,54.3563,164.07,6.378,1.052e+04,22.84,547.5,579.8,23,0.999,6161.00,1.255,"PC","AFP"
2442448,1,76.6135,153.799,9.547,509.6,2.38,23.09,22.83,18,0.5216,6170.00,1.021,"PC","PC"
2442551,1,453.951,504.679,9.721,426.3,1.875,3.98,10.17,3,0.6928,5860.00,0.852,"UNK","NTP"
2443393,1,73.7097,202.806,10.36,133.4,2.034,15.9,15.84,17,0.8905,6340.00,1.513,"PC","PC"
2443753,1,0.864109,131.601,4.741,31.92,0.5285,10.82,7.904,1556,0.4667,6139.00,0.912,"UNK","NTP"
2558488,1,1.28785,132.403,3.514,14.64,0.6655,7.676,11.92,1041,0.938,6357.00,1.428,"NTP","NTP"
2568519,1,0.916937,131.824,3.5,103.9,0.854,-1,9.559,1090,0.1,6299.00,0.831,"UNK","NTP"
2568971,1,5.08857,134.059,4.612,188.2,5.266,29.59,28,263,0.9998,7514.00,1.955,"NTP","NTP"
2568971,2,2.54433,133.97,3.374,75.03,1.704,13.41,13.89,260,0.1689,7514.00,1.955,"UNK","NTP"
2568971,3,0.848111,131.821,2.62,28.03,1.04,11.48,11.1,1581,0.1024,7514.00,1.955,"UNK","NTP"
2579814,1,2.79091,133.906,11.37,21.05,0.752,9.026,7.116,490,0.7791,6072.00,1.494,"NTP","NTP"
2579906,1,0.640756,131.533,1.791,18.05,1.459,7.811,8.201,2086,0.9053,7319.00,2.951,"UNK","NTP"
2580613,1,3.00609,131.566,6.869,13.36,1.348,7.912,7.348,448,0.9394,7500.00,3.067,"UNK","NTP"
2580872,1,15.9266,145.552,5,2.808e+05,44.39,-1,9659,0,0.1,5496.00,0.917,"AFP","AFP"
2707479,1,0.752174,131.657,2.511,122.4,2.049,5.206,14.35,1783,0.04901,7514.00,1.823,"UNK","NTP"
2707479,2,0.950029,132.165,3.034,265.7,3.433,9.245,15.22,1018,0.8989,7514.00,1.823,"AFP","AFP"
2707479,3,0.95013,131.606,3.5,77.97,1.636,-1,21.33,1034,0.1,7514.00,1.823,"AFP","AFP"
2707916,1,1.89129,132.676,3.549,387.6,1.433,14.53,13.88,329,0.9086,4615.00,0.589,"AFP","AFP"
2715695,1,4.0958,131.618,1.726,447.6,1.863,12.41,11.53,296,0.8653,4791.00,0.742,"PC","PC"
2715695,2,7.55877,137.966,1.108,641,1.828,10.25,9.85,154,0.126,4791.00,0.742,"PC","PC"
2716801,1,42.5215,136.134,6.096,733.5,2.893,14.49,14.71,31,0.8859,5911.00,0.914,"PC","PC"
2716801,2,9.47661,134.735,4.404,213.3,1.369,8.006,8.598,133,0.5053,5911.00,0.914,"UNK","PC"
2835657,1,0.761739,131.957,1.458,47.42,8.943,8.696,7.402,1757,0.8998,5210.00,10.73,"NTP","NTP"
2837111,1,8.73486,135.085,4.357,280,1.601,23.06,22.2,155,0.1269,5982.00,0.96,"PC","PC"
2837111,2,3.71839,134.668,3.642,71.94,0.8832,8.252,8.837,340,0.7468,5982.00,0.96,"UNK","PC"
2846358,1,394.749,426.232,14.31,255.3,2.348,3.816,8.726,3,0.4739,6796.00,1.424,"UNK","NTP"
2860656,1,4.11492,135.327,3.12,174.7,1.351,11.11,10.7,280,0.79,6011.00,0.927,"PC","PC"
2860788,1,2.62987,132.068,6.399,1.229e+05,36.63,5352,8188,514,0.6555,5566.00,0.967,"UNK","AFP"
2860793,1,2.62986,132.074,4.058,102.8,1.598,22.53,20.85,512,0.01356,6888.00,1.562,"AFP","AFP"
2860793,2,3.72882,132.441,5.602,52.22,1.139,9.54,8.653,323,0.01543,6888.00,1.562,"NTP","NTP"
1429653,2,2.33844,132.286,7.424,66.98,1.091,10.96,12.32,573,0.1525,6622.00,1.325,"AFP","AFP"
1430207,1,399.527,490.221,11.73,90.79,22.32,1.979,9.849,3,0.5015,3995.00,23.68,"NTP","NTP"
1430590,1,0.693353,131.982,1.909,24.05,1.902,12.01,9.557,1928,0.9,6809.00,3.331,"NTP","NTP"
1430590,2,0.921289,131.763,2.059,26.76,2.159,10.24,8.017,1098,0.9625,6809.00,3.331,"UNK","NTP"
1577039,3,3.07338,131.559,5.531,306.3,6.069,12.95,12.26,438,0.9974,6969.00,1.896,"AFP","AFP"
1577039,4,3.07309,133.661,7.645,464.7,4.126,14.77,14.45,437,0.05758,6969.00,1.896,"AFP","AFP"
1577912,1,0.601866,132.03,3.849,36.49,1.551,10.6,9.417,2232,0.085,8961.00,2.519,"UNK","NTP"
1577912,2,0.781821,132.274,1.245,145.8,5.343,14,11.07,460,0.9975,8961.00,2.519,"UNK","NTP"
1872262,2,1.30242,131.912,2.63,48.88,1.327,9.492,10.89,526,0.9729,7128.00,1.486,"UNK","NTP"
1872821,1,10.2738,134.651,3.125,390.2,1.806,19.57,19.2,126,0.7,5718.00,0.856,"PC","PC"
1872948,1,1.38606,131.646,3.533,10.63,1.187,12.87,11.67,969,0.3352,7710.00,3.567,"AFP","AFP"
1872948,2,1.38635,131.743,5.069,10.61,1.23,10.28,9.141,871,0.6466,7710.00,3.567,"AFP","AFP"
2157247,1,5.68649,132.743,2.344,537.7,2.409,36.86,36.29,238,0.7502,6052.00,0.956,"UNK","AFP"
2157247,2,5.68643,133.291,2.251,574.7,2.315,41.47,40.59,238,0.2835,6052.00,0.956,"UNK","AFP"
2157489,1,1.35724,132.48,3.918,11.03,1.343,10.02,12.25,985,0.8647,7725.00,3.556,"AFP","AFP"
2283362,2,0.673128,132.017,1.815,125.8,0.9796,9.384,10.61,1984,0.4981,5461.00,0.858,"AFP","AFP"
2297728,1,1.80016,132.679,5.861,38.52,0.9127,9.928,8.766,746,0.1002,6634.00,1.459,"NTP","NTP"
2297728,2,0.535446,131.683,1.483,12.27,0.6161,4.49,9.073,1536,0.9352,6634.00,1.459,"NTP","NTP"
2297729,1,477.014,608.124,12.17,3948,15.91,8.524,12.48,3,0.0009928,4875.00,2.626,"UNK","NTP"
2309910,1,1.84362,132.305,4.566,125.9,1.283,20.31,20.33,621,0.5015,6032.00,1.114,"AFP","AFP"
2310284,1,1.39938,132.621,4.218,97.31,1.504,6.287,10.38,958,0.7125,6829.00,1.419,"NTP","NTP"
2310284,2,0.699673,131.568,2.5,760,3.951,-1,9.255,1911,0.1,6829.00,1.419,"UNK","NTP"
2310586,1,0.585522,131.579,1.83,103.4,1.543,8.546,8.227,2289,0.5209,7177.00,1.457,"UNK","NTP"
2444412,1,14.9112,141.325,3.45,848.2,3.007,101.8,106,93,0.8574,5644.00,0.897,"PC","PC"
2444769,1,3.00168,133.063,11.26,26.95,0.5693,10.07,8.36,448,0.7103,6450.00,1.022,"UNK","NTP"
2445129,1,10.3188,132.04,2.911,738,3.1,34.9,35,129,0.723,5927.00,1.06,"AFP","AFP"
2568971,4,0.508855,131.942,1.5,616.5,4.889,-1,10.94,1060,0.1,7514.00,1.955,"NTP","NTP"
2569488,1,1.52327,132.335,3.246,441,36.7,34.63,36.87,881,0.9006,4695.00,14.21,"AFP","AFP"
2569494,1,1.52333,132.312,4.571,1.572e+05,33.87,511.3,685.9,281,0.001521,5311.00,0.866,"AFP","AFP"
2569516,1,45.5829,138.675,3.38,84.91,2.541,10.38,9.892,30,0.1798,7266.00,2.715,"AFP","AFP"
2580872,2,15.9266,137.042,11.11,1.751e+05,57.75,4608,6543,85,0.9019,5496.00,0.917,"AFP","AFP"
2580872,3,15.9265,144.648,1.5,1.347e+04,10.51,-1,36.99,85,0.1,5496.00,0.917,"AFP","AFP"
2580882,1,0.889755,132.262,1.576,52.97,0.7418,5.892,8.262,1502,0.5,6250.00,0.986,"UNK","AFP"
2581191,1,1.99044,132.712,2.972,147,1.23,24.89,23.35,668,0.2153,6208.00,1.009,"AFP","AFP"
2707985,1,1.89129,132.686,4.669,27.7,1.835,19.39,19.44,709,0.1346,7919.00,3.46,"AFP","AFP"
2708156,1,1.89128,132.676,4.5,2.134e+04,70.29,-1,2.471e+04,0,0.1,11287.00,4.662,"UNK","AFP"
2708156,2,0.630414,131.956,1.31,130.7,6.095,6.361,25.37,1416,0.9,11287.00,4.662,"UNK","NTP"
2708172,1,1.89117,132.758,4.412,36.97,0.4676,11.27,10.91,708,0.9013,4267.00,0.627,"AFP","AFP"
2716853,1,18.8274,139.709,4.622,993,2.693,27.73,26.18,74,0.2119,5687.00,0.86,"PC","PC"
2716979,1,8.83242,137.7,2.132,68.28,0.9383,8.081,7.791,150,0.07399,6060.00,1.133,"UNK","PC"
2717158,1,13.2226,144.298,4.037,268.3,1.719,11.48,11.91,98,0.9304,5933.00,0.861,"PC","PC"
2846358,2,2.3922,132.737,7.486,28.84,0.8895,6.56,7.836,561,0.9003,6796.00,1.424,"NTP","NTP"
2846358,3,1.10611,131.908,3.564,42.53,0.9428,12.16,9.673,795,0.2552,6796.00,1.424,"NTP","NTP"
2847816,1,0.578045,131.763,2.193,13.48,0.64,13.59,9.553,2312,0.858,6388.00,1.535,"UNK","NTP"
2849140,1,11.8233,139.463,8.043,207.2,1.225,12.38,11.63,114,0.6652,5559.00,0.806,"PC","PC"
2860866,1,90.1249,175.979,12.54,3385,7.687,50.14,50.1,13,0.7885,6444.00,1.2,"PC","PC"
2860930,1,459.269,260.303,2.881,1084,2.546,5.081,8.761,3,0.6154,5335.00,0.742,"NTP","NTP"
2861126,1,4.98775,133.684,1.771,333.3,0.7314,10.31,9.583,260,0.2599,3606.00,0.4,"UNK","PC"
2864938,1,255.92,349.696,11.34,331.3,1.951,8.474,8.531,3,0.6385,6244.00,1.017,"UNK","NTP"
2969628,1,0.65781,131.643,2.024,1.722,0.503,2.03,13.3,2038,0.9079,8241.00,3.277,"UNK","NTP"
1430741,1,1.41664,132.075,4.194,80.78,2.203,9.637,10.91,959,0.9307,6935.00,2.051,"AFP","AFP"
1430741,2,1.41676,131.538,4.581,88.69,2.071,11.31,11.66,948,0.705,6935.00,2.051,"AFP","AFP"
1431122,1,4.29894,132.858,2.235,251.7,1.809,20.31,17.52,313,0.9271,5518.00,0.919,"PC","PC"
1717528,1,9.31395,135.775,0.9989,194.8,1.378,7.997,7.304,146,0.3,6032.00,0.973,"NTP","NTP"
1717722,1,4.53703,132.181,1.767,466.8,1.823,15.88,15.52,289,0.8643,4812.00,0.713,"PC","PC"
1717722,2,0.977284,131.716,1.54,207.4,1.007,13.82,13.09,1277,0.2993,4812.00,0.713,"PC","PC"
1718189,1,21.8536,144.32,3.496,377.1,2.026,22.2,20.45,60,0.9048,5830.00,0.876,"PC","PC"
1872948,3,1.38581,132.69,5.25,5.712,0.9131,9.609,8.356,972,0.7,7710.00,3.567,"AFP","AFP"
1873030,1,2.53663,132.998,6.178,16.31,0.8533,6.405,8.198,530,0.8677,7143.00,1.86,"UNK","NTP"
1873513,1,3.29038,131.878,1.775,1.387e+04,2.274,220.3,247.9,85,0.4856,3212.00,0.189,"PC","PC"
2157489,2,1.35734,131.758,2.806,5.864,1.083,5.542,8.378,990,0.9655,7725.00,3.556,"AFP","AFP"
2158190,1,0.984451,131.564,2.927,5.858,0.9205,9.431,8.454,1364,0.9012,8267.00,3.269,"NTP","NTP"
2158208,1,0.879166,131.938,1.999,58.3,1.547,6.682,8.989,1526,0.1017,9883.00,1.973,"UNK","NTP"
2158208,2,0.768036,131.521,2.501,34.97,1.222,4.283,7.646,1403,0.5001,9883.00,1.973,"AFP","AFP"
2297739,1,1.61112,132.641,6.008,121.9,0.5493,9.762,9.301,838,0.113,4273.00,0.504,"NTP","NTP"
2297739,2,4.16026,135.34,12.33,250.8,0.7957,10.62,9.635,272,0.2993,4273.00,0.504,"NTP","NTP"
2297793,1,459.137,260.363,15.58,716.7,59.79,3.222,8.782,3,0.6131,4311.00,21.69,"NTP","NTP"
2300319,1,366.774,172.741,8.192,186.9,2.022,6.419,9.017,3,0.6705,6228.00,1.393,"UNK","NTP"
2422539,1,118.244,223.767,9.482,321.1,23.29,10.48,11.63,12,0.01171,4142.00,13.9,"NTP","NTP"
2422820,1,13.8913,137.345,5.016,211.7,1.137,9.274,8.832,95,0.008838,5472.00,0.79,"UNK","PC"
2436378,1,8.53161,136.278,2.913,6.579e+04,31.38,93.86,95.69,89,0.8138,5780.00,1,"AFP","AFP"
2445129,2,10.3186,134.833,3.799,418.1,3.157,18.74,17.82,127,0.9815,5927.00,1.06,"AFP","AFP"
2445134,1,8.41201,139.649,5.402,1.371e+05,51.08,1.051e+04,1.518e+04,156,0.5384,6247.00,1.314,"AFP","AFP"
2445134,2,8.41201,135.448,5.138,7363,13.11,820.8,879.7,162,0.8798,6247.00,1.314,"AFP","AFP"
2445154,1,8.41217,139.632,4.103,553.4,1.437,28.41,39.53,155,0.1758,4500.00,0.635,"AFP","AFP"
2570281,1,14.4713,145.93,11.49,960.8,43.99,16.29,15.73,68,0.8624,4825.00,12.07,"AFP","AFP"
2570281,2,14.4712,145.374,28.79,2575,58.9,22.53,17.1,67,0.00334,4825.00,12.07,"AFP","AFP"
2570432,1,1.89145,132.592,5.72,500.2,2.166,10.97,11.12,331,0.5099,5504.00,0.952,"AFP","AFP"
2570505,1,1.89126,132.69,4.825,25.96,0.4257,11.38,11.54,709,0.8292,4986.00,0.733,"AFP","AFP"
2581316,1,217.832,238.82,21.34,9230,11.41,498.2,310,7,0.1776,6257.00,1.186,"PC","PC"
2581316,2,10.5142,134.57,3.77,76.71,1.073,21.21,20.92,125,0.5323,6257.00,1.186,"PC","PC"
2581452,1,2.61758,133.806,8.467,20.83,2.556,6.184,8.708,518,0.1114,5117.00,5.751,"UNK","NTP"
2708176,1,1.89129,132.67,4.393,152.6,1.203,10.03,8.341,49,0.5018,6529.00,0.941,"AFP","AFP"
2708203,1,1.89125,132.685,2.754,88.77,1.289,22.73,20.92,706,0.9917,6569.00,0.927,"AFP","AFP"
2708221,1,1.89116,132.749,4.295,592.3,1.874,20.88,17.73,329,0.2229,4883.00,0.794,"AFP","AFP"
2708270,1,1.89126,132.701,3.321,133.5,16.43,12.48,14.13,689,0.01864,4449.00,14.89,"AFP","AFP"
2717483,1,0.737176,132.07,2.233,88.38,2.007,7.521,13.54,1820,0.9,7281.00,1.842,"AFP","AFP"
2717483,2,0.737207,131.567,2,201.8,2.657,11.51,10.38,1811,0.1,7281.00,1.842,"AFP","AFP"
2717483,3,1.15699,132.025,2.305,403.8,5.808,10.75,8.486,461,0.9898,7281.00,1.842,"UNK","NTP"
2718630,1,0.779388,131.848,2.671,133.5,2.012,16.11,14.11,1721,0.06538,7362.00,1.716,"UNK","NTP"
2849805,1,3.7491,135.109,1.825,183.5,1.42,37.84,34.63,352,0.6893,5751.00,0.983,"PC","PC"
2850321,1,25.2212,143.718,15.95,67.71,1.155,9.752,10.94,54,0.4324,6631.00,1.368,"UNK","NTP"
2851014,1,468.391,285.595,5.881,707.8,8.503,3.521,10.06,3,0.008502,4969.00,3.301,"UNK","NTP"
2969638,2,1.97359,132.489,3.858,71.51,1.05,9.256,8.497,677,0.134,5870.00,1.248,"AFP","AFP"
2969991,1,3.40982,134.645,5.845,51.01,1.173,12.92,12.12,389,0.6837,6359.00,1.54,"AFP","AFP"
2969991,2,3.4096,133.167,7.548,33.22,0.8928,9.939,10.38,398,0.111,6359.00,1.54,"AFP","AFP"
1431794,1,0.625631,131.693,1.979,259.5,3.917,23.04,18.57,2137,0.5,7329.00,2.349,"UNK","NTP"
1431794,2,2.94375,132.885,6.367,351.7,5.976,16.62,10.43,454,0.9809,7329.00,2.349,"UNK","NTP"
1431794,3,0.515946,131.955,1.47,158.9,3.181,9.353,8.593,1673,0.7016,7329.00,2.349,"NTP","NTP"
1432149,1,0.583189,131.88,2.168,24.25,1.009,11.93,11.6,2291,0.4276,7466.00,2.001,"UNK","NTP"
1718189,2,13.0607,137.635,3.18,253,1.565,18.81,18.06,101,0.8239,5830.00,0.876,"PC","PC"
1718189,3,86.7239,195.348,4.742,258.2,1.399,9.097,7.597,16,0.1202,5830.00,0.876,"PC","PC"
1718290,1,0.877347,131.644,1.486,32.62,1.02,2.423,8.092,1528,0.9086,11068.00,1.555,"AFP","AFP"
1995519,1,19.9402,142.346,3.778,774.2,2.097,17.28,16.72,67,0.2573,5609.00,0.755,"PC","PC"
1995732,1,77.3624,139.096,12.14,1.013e+05,36.99,1306,1528,18,0.9048,5357.00,0.79,"AFP","AFP"
1995732,2,77.3609,171.323,13.62,7.255e+04,32.02,955.7,1121,18,0.9264,5357.00,0.79,"AFP","AFP"
1996180,1,3.02558,134.368,2.968,126.9,1.434,21.4,20.75,437,0.3008,6123.00,1.263,"PC","PC"
2158208,3,0.76799,131.935,3.074,86.97,1.887,10.8,9.029,1463,0.07268,9883.00,1.973,"AFP","AFP"
2159700,1,516.139,379.727,7.001,92.01,0.5174,5.513,9.407,3,0.7181,3837.00,0.503,"NTP","NTP"
2159852,1,1.38532,132.016,3.077,89.1,0.9007,7.681,10.02,964,0.08505,6748.00,0.945,"AFP","AFP"
2300529,1,0.85065,132.336,1.5,276,3.171,13.88,13.16,1574,0.5,7247.00,1.834,"UNK","NTP"
2300529,2,10.9384,135.192,10.45,499.3,5.656,11.04,11,126,0.9808,7247.00,1.834,"UNK","NTP"
2300529,3,0.781322,132.05,2.893,171.9,2.764,12.88,9.342,1423,0.8883,7247.00,1.834,"UNK","NTP"
2436421,1,1.43767,132.289,5.431,107.7,2.481,11.87,9.101,432,0.004738,7115.00,2.365,"UNK","NTP"
2436635,1,0.58473,131.883,1.758,277.2,1.407,12.84,11.66,2286,0.9,4624.00,0.686,"UNK","NTP"
2437060,1,3.1871,132.85,6.963,1.341e+05,930.2,815.1,909.1,164,0.6383,4599.00,23.67,"AFP","AFP"
2437112,1,18.7983,138.024,4.21,747.5,1.896,11.16,10.35,74,0.2183,4808.00,0.715,"AFP","AFP"
2437112,2,9.39923,137.833,3.956,639.3,1.942,8.955,8.598,86,0.7162,4808.00,0.715,"AFP","AFP"
2445298,1,3.24099,132.207,3.176,59.25,1.018,7.696,8.041,414,0.8874,6567.00,1.144,"UNK","NTP"
2445975,1,3.38886,131.596,2.384,4540,6.721,117,408.1,391,0.2399,5780.00,1,"AFP","AFP"
2445975,2,3.38932,131.674,2.061,458.9,2.55,14.14,13.52,312,0.899,5780.00,1,"AFP","AFP"
2570760,1,7.37248,133.837,16.55,58.81,1.992,12.07,7.39,185,0.9499,7776.00,2.106,"UNK","NTP"
2570767,1,1.89121,132.704,4.922,23.82,0.3557,12.69,12.66,709,0.4957,5870.00,0.705,"AFP","AFP"
2570773,1,1.89136,132.632,3.882,1163,2.969,21.77,20.12,329,0.8986,4697.00,0.709,"AFP","AFP"
2581457,1,2.61751,132.1,4.801,45.45,0.8658,8.131,9.233,515,0.2605,6463.00,1.27,"AFP","AFP"
2581457,2,2.61682,133.353,9.011,39.81,0.8047,8.534,9.397,519,0.03255,6463.00,1.27,"AFP","AFP"
2581457,3,1.30969,131.51,2.868,62.83,1.078,7.69,8.048,371,0.7,6463.00,1.27,"UNK","NTP"
2581554,1,47.1484,175.269,3.167,1142,2.664,58.03,57.56,29,0.7151,4975.00,0.734,"PC","PC"
2708270,2,596.966,196.18,3.529,953.9,43.93,4.799,9.493,3,0.005306,4449.00,14.89,"UNK","NTP"
2708278,1,1.89122,132.718,3.915,107.7,1.276,18.8,17.15,708,0.9026,5513.00,1.025,"AFP","AFP"
2708286,1,1.89131,132.66,4.006,167.2,1.165,22.18,20.01,707,0.01013,5804.00,0.904,"AFP","AFP"
